,loss,sparse_categorical_accuracy,val_loss,val_sparse_categorical_accuracy
0,1.9275928735733032,0.5572999715805054,1.6579058170318604,0.8149038553237915
1,1.6811730861663818,0.7925000190734863,1.6138972043991089,0.8512620329856873
2,1.6145362854003906,0.8558666706085205,1.5138359069824219,0.9507211446762085
3,1.5416244268417358,0.9282166957855225,1.5036981105804443,0.9598357081413269
4,1.5251325368881226,0.9426666498184204,1.498073697090149,0.9641426205635071
5,1.5170648097991943,0.949150025844574,1.4956940412521362,0.9664463400840759
6,1.510825514793396,0.9542499780654907,1.4913908243179321,0.9716546535491943
7,1.5066907405853271,0.9569833278656006,1.4897773265838623,0.9727563858032227
8,1.5028446912765503,0.9611166715621948,1.488960862159729,0.9727563858032227
9,1.499770164489746,0.963949978351593,1.4866645336151123,0.9754607081413269
10,1.497734785079956,0.9657166600227356,1.4849789142608643,0.9773637652397156
11,1.495166540145874,0.968500018119812,1.4841352701187134,0.9778645634651184
12,1.493249535560608,0.9700499773025513,1.4825955629348755,0.9791666865348816
13,1.491614580154419,0.9715999960899353,1.4828020334243774,0.9788661599159241
14,1.4908322095870972,0.9719333052635193,1.4819988012313843,0.9794671535491943
15,1.488784909248352,0.974399983882904,1.481079339981079,0.9803686141967773
16,1.487208366394043,0.9757500290870667,1.4806604385375977,0.9809695482254028
17,1.4868483543395996,0.9761333465576172,1.4809256792068481,0.98046875
18,1.4851523637771606,0.9778000116348267,1.4800993204116821,0.9811698794364929
19,1.4843908548355103,0.9785000085830688,1.480407953262329,0.9818710088729858
20,1.4836300611495972,0.9788333177566528,1.4790891408920288,0.9823718070983887
21,1.4839673042297363,0.9784833192825317,1.478642463684082,0.9828726053237915
22,1.4825775623321533,0.9801333546638489,1.4787882566452026,0.9828726053237915
23,1.4826583862304688,0.9799833297729492,1.4788897037506104,0.9827724099159241
24,1.481606125831604,0.9806833267211914,1.4789408445358276,0.9824719429016113
25,1.4809191226959229,0.981083333492279,1.4784069061279297,0.9829727411270142
26,1.480220079421997,0.9818500280380249,1.478249430656433,0.983473539352417
27,1.4805289506912231,0.9818166494369507,1.4771651029586792,0.984375
28,1.4798815250396729,0.9822166562080383,1.4773463010787964,0.9844751358032227
29,1.4791990518569946,0.98294997215271,1.4776370525360107,0.983473539352417
30,1.4789330959320068,0.9832333326339722,1.4773365259170532,0.9842748641967773
31,1.478375792503357,0.9838666915893555,1.4768973588943481,0.9844751358032227
32,1.4782541990280151,0.9839666485786438,1.4764134883880615,0.9849759340286255
33,1.4784165620803833,0.9833666682243347,1.4768599271774292,0.9840745329856873
34,1.4778469800949097,0.9842666387557983,1.476144790649414,0.9856770634651184
35,1.4771006107330322,0.9850666522979736,1.476950764656067,0.9841746687889099
36,1.4770207405090332,0.9850500226020813,1.4759970903396606,0.9854767918586731
37,1.4763779640197754,0.9855499863624573,1.4756066799163818,0.9857772588729858
38,1.4760240316390991,0.9862499833106995,1.4755651950836182,0.9855769276618958
39,1.475311040878296,0.9866333603858948,1.4752933979034424,0.9862780570983887
40,1.4758458137512207,0.9863666892051697,1.476423978805542,0.9847756624221802
41,1.4755929708480835,0.9862499833106995,1.4755864143371582,0.9853765964508057
42,1.4752674102783203,0.9867666959762573,1.476416826248169,0.9846754670143127
43,1.4754302501678467,0.986466646194458,1.475475549697876,0.9857772588729858
44,1.475191354751587,0.9868166446685791,1.4752156734466553,0.9860777258872986
45,1.474374532699585,0.987416684627533,1.4740620851516724,0.9871794581413269
46,1.4742451906204224,0.9876333475112915,1.4748878479003906,0.9860777258872986
47,1.4742865562438965,0.9876333475112915,1.475545883178711,0.9858773946762085
48,1.4740946292877197,0.9878333210945129,1.4743404388427734,0.9869791865348816
49,1.4736164808273315,0.9880666732788086,1.4756450653076172,0.9858773946762085
